,country,year,co2_per_capita,share_global_co2,share_global_cement_co2,consumption_co2_per_capita
3832,European Union (27),1937,3.845,27.294,39.367,
3833,European Union (27),1938,3.861,29.332,40.715,
3834,European Union (27),1939,3.952,28.546,41.062,
3835,European Union (27),1940,4.093,27.198,33.131,
3836,European Union (27),1941,4.02,26.208,28.396,
3837,European Union (27),1942,4.07,26.661,23.918,
3838,European Union (27),1943,4.098,26.448,29.879,
3839,European Union (27),1944,3.506,22.34,18.422,
3840,European Union (27),1945,1.513,11.597,19.117,
3841,European Union (27),1946,2.606,18.275,25.208,
3842,European Union (27),1947,3.048,19.28,27.921,
3843,European Union (27),1948,3.362,20.226,31.261,
3844,European Union (27),1949,3.705,23.087,33.038,
3845,European Union (27),1950,3.881,21.285,33.738,
3846,European Union (27),1951,4.313,22.412,33.615,
3847,European Union (27),1952,4.454,22.997,34.0,
3848,European Union (27),1953,4.503,22.791,34.702,
3849,European Union (27),1954,4.751,23.733,33.899,
3850,European Union (27),1955,5.1,23.423,34.487,
3851,European Union (27),1956,5.421,23.563,33.478,
3852,European Union (27),1957,5.55,23.535,33.422,
3853,European Union (27),1958,5.461,22.703,33.032,
3854,European Union (27),1959,5.499,21.914,33.157,
3855,European Union (27),1960,5.9,22.362,33.088,
3856,European Union (27),1961,6.129,23.346,34.598,
3857,European Union (27),1962,6.507,24.139,34.383,
3858,European Union (27),1963,6.888,24.456,34.267,
3859,European Union (27),1964,7.187,24.407,34.842,
3860,European Union (27),1965,7.216,23.645,34.142,
3861,European Union (27),1966,7.378,23.237,33.573,
3862,European Union (27),1967,7.486,23.025,34.04,
3863,European Union (27),1968,7.891,23.177,33.982,
3864,European Union (27),1969,8.361,23.178,33.817,
3865,European Union (27),1970,8.675,22.353,33.645,
3866,European Union (27),1971,8.864,22.084,32.929,
3867,European Union (27),1972,9.139,21.903,32.699,
3868,European Union (27),1973,9.523,21.817,31.984,
3869,European Union (27),1974,9.415,21.792,31.75,
3870,European Union (27),1975,9.177,21.318,31.308,
3871,European Union (27),1976,9.821,21.741,31.238,
3872,European Union (27),1977,9.675,20.933,30.665,
3873,European Union (27),1978,9.956,20.986,29.542,
3874,European Union (27),1979,10.184,20.965,28.969,
3875,European Union (27),1980,10.052,20.909,28.526,
3876,European Union (27),1981,9.486,20.295,27.295,
3877,European Union (27),1982,9.23,19.971,26.713,
3878,European Union (27),1983,9.097,19.617,25.822,
3879,European Union (27),1984,9.156,19.139,23.949,
3880,European Union (27),1985,9.268,18.797,22.373,
3881,European Union (27),1986,9.202,18.444,21.73,
3882,European Union (27),1987,9.256,18.043,20.701,
3883,European Union (27),1988,9.127,17.172,20.264,
3884,European Union (27),1989,9.189,17.109,20.251,
3885,European Union (27),1990,9.236,16.986,19.279,10.501
3886,European Union (27),1991,9.059,16.361,17.385,10.205
3887,European Union (27),1992,8.727,16.273,16.349,10.925
3888,European Union (27),1993,8.545,15.811,14.712,10.174
3889,European Union (27),1994,8.482,15.623,14.678,9.874
3890,European Union (27),1995,8.581,15.503,14.416,9.997
3891,European Union (27),1996,8.767,15.401,13.639,9.869
3892,European Union (27),1997,8.6,15.038,13.409,9.654
3893,European Union (27),1998,8.569,15.057,13.739,9.77
3894,European Union (27),1999,8.43,14.518,13.295,9.745
3895,European Union (27),2000,8.444,14.153,12.901,9.844
3896,European Union (27),2001,8.563,14.259,12.046,9.849
3897,European Union (27),2002,8.547,13.932,11.3,9.791
3898,European Union (27),2003,8.714,13.542,10.699,10.133
3899,European Union (27),2004,8.71,13.115,10.473,10.248
3900,European Union (27),2005,8.635,12.615,9.937,10.424
3901,European Union (27),2006,8.63,12.244,9.375,10.615
3902,European Union (27),2007,8.515,11.777,9.122,10.59
3903,European Union (27),2008,8.29,11.304,8.38,10.476
3904,European Union (27),2009,7.593,10.557,6.663,9.435
3905,European Union (27),2010,7.803,10.288,6.116,9.781
3906,European Union (27),2011,7.561,9.664,5.591,9.444
3907,European Union (27),2012,7.385,9.313,5.137,8.824
3908,European Union (27),2013,7.19,8.995,4.668,8.537
3909,European Union (27),2014,6.874,8.545,4.706,8.272
3910,European Union (27),2015,6.986,8.698,4.845,8.146
3911,European Union (27),2016,6.994,8.726,4.702,8.18
3912,European Union (27),2017,7.038,8.652,4.782,8.253
3913,European Union (27),2018,6.862,8.28,4.678,8.306
3914,European Union (27),2019,6.531,7.838,4.533,7.932
3915,European Union (27),2020,5.888,7.435,4.287,7.207
3916,European Union (27),2021,6.276,7.524,4.203,
